"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-03-11,4,2017-04-08,2.02694144644486,0.01,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.09395776088057,0.025,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.22138172807455,0.05,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.75083785056891,0.1,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,2.87504689330232,0.15,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.00929909381601,0.2,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.1004945289819,0.25,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.19395308209735,0.3,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.26269450523064,0.35,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.43051547371717,0.4,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.47426867789412,0.45,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.54532767149319,0.5,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.6178288098375,0.55,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.73318919289687,0.6,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.79733096822603,0.65,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,3.98650614854928,0.7,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,4.13573218816728,0.75,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,4.26001520434507,0.8,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,4.51039336186646,0.85,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,4.97524764030678,0.9,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,5.58870050269166,0.95,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,5.76026920189759,0.975,"ili perc","quantile"
"US National",2017-03-11,4,2017-04-08,5.88067856659202,0.99,"ili perc","quantile"
