"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-04-16,4,2016-05-14,0.738660579731294,0.01,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,0.838087620809085,0.025,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.00654247058798,0.05,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.13652628010288,0.1,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.25535241812507,0.15,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.34785081008979,0.2,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.43335619268432,0.25,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.48237021512838,0.3,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.55188131014794,0.35,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.63185703042366,0.4,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.70130106231332,0.45,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.78404962952874,0.5,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.86698425703967,0.55,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.93917342583165,0.6,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.99879445656792,0.65,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,2.04485594727352,0.7,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,2.15028271861044,0.75,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,2.31733352847063,0.8,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,2.5252643880382,0.85,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,2.67077121129703,0.9,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,2.93189334826458,0.95,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,3.25177757207728,0.975,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,3.4160973308542,0.99,"ili perc","quantile"
