"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-11-26,4,2016-12-24,0.69873366389865,0.01,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.0556675616935,0.025,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.20146339358883,0.05,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.28687781806216,0.1,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.44470392425471,0.15,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.63244936227775,0.2,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.77860319981754,0.25,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.86049439242406,0.3,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.91502505828186,0.35,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,1.99853235991826,0.4,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.16442175610182,0.45,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.24509478173117,0.5,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.33122080241654,0.55,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.43886996298216,0.6,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.53091252385065,0.65,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.68959341340693,0.7,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.81003301539752,0.75,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,2.97868229777209,0.8,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,3.12671140089692,0.85,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,3.24881880601481,0.9,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,3.51068542725369,0.95,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,4.29409083465365,0.975,"ili perc","quantile"
"US National",2016-11-26,4,2016-12-24,4.44885699482766,0.99,"ili perc","quantile"
