"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-04-30,4,2016-05-28,0.504943702240896,0.01,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,0.661514114720342,0.025,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,0.751073708710033,0.05,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.00479036547997,0.1,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.13503803393099,0.15,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.21505033715495,0.2,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.27610535634728,0.25,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.30753918334114,0.3,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.35023327633538,0.35,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.39951467209237,0.4,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.46066013901908,0.45,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.50581583070936,0.5,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.56388863813723,0.55,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.61154562233725,0.6,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.68794454034938,0.65,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.76723164857991,0.7,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.83853193255572,0.75,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.94706151443532,0.8,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,2.06021454475441,0.85,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,2.28835418825381,0.9,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,2.63269869523099,0.95,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,2.69447912760952,0.975,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,2.88523848088661,0.99,"ili perc","quantile"
