"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-03-04,4,2017-04-01,1.17490960466766,0.01,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,1.39229733857746,0.025,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,1.57454489891245,0.05,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,1.80392550773954,0.1,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,1.90251631214337,0.15,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,2.15535331441995,0.2,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,2.34003313531487,0.25,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,2.48319454025189,0.3,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,2.53026502820184,0.35,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,2.61256485112121,0.4,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,2.66142200042647,0.45,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,2.70587810920024,0.5,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,2.7877144504315,0.55,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,2.92534616763611,0.6,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,3.04727203358758,0.65,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,3.14524730761199,0.7,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,3.31099038518124,0.75,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,3.50770122672117,0.8,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,3.88794482066123,0.85,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,4.01826749140695,0.9,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,4.43950253515863,0.95,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,4.9053136557307,0.975,"ili perc","quantile"
"US National",2017-03-04,4,2017-04-01,6.28017509171241,0.99,"ili perc","quantile"
