"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-03-25,4,2017-04-22,1.16525948730991,0.01,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,1.52453714000635,0.025,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,1.7511980753348,0.05,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.18767653681712,0.1,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.30212763736464,0.15,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.44181845426163,0.2,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.6071219439387,0.25,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.67068150059689,0.3,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.74683606503129,0.35,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.8439191730229,0.4,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.87437599344603,0.45,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,2.97257792033467,0.5,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,3.10761829509672,0.55,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,3.18103713974841,0.6,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,3.32793123063063,0.65,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,3.56074272980875,0.7,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,3.6511153392007,0.75,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,3.80159805720174,0.8,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,4.01835403742009,0.85,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,4.33091784570453,0.9,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,4.78931590499121,0.95,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,4.96314454105771,0.975,"ili perc","quantile"
"US National",2017-03-25,4,2017-04-22,5.20411116533278,0.99,"ili perc","quantile"
