"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-05-07,4,2016-06-04,0.438724836186095,0.01,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,0.563673804192376,0.025,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,0.683412076200818,0.05,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,0.78220720750041,0.1,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,0.829540295004012,0.15,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,0.950085126039158,0.2,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.08328671775974,0.25,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.14921351756603,0.3,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.19001546012875,0.35,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.25237139949809,0.4,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.31102296693572,0.45,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.38205010275854,0.5,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.45573132860199,0.55,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.49306184589536,0.6,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.59291819453324,0.65,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.67195512776197,0.7,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.73674009074569,0.75,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,1.87343127406613,0.8,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,2.01861090225336,0.85,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,2.1426521109725,0.9,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,2.34402411297124,0.95,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,2.62807185937396,0.975,"ili perc","quantile"
"US National",2016-05-07,4,2016-06-04,2.90198587131048,0.99,"ili perc","quantile"
