"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-12-24,4,2017-01-21,1.63541485305618,0.01,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,1.75478755551187,0.025,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,1.94113661696589,0.05,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.0669623638486,0.1,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.34421519047033,0.15,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.44143058631089,0.2,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.60709233338308,0.25,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.72083544076974,0.3,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,2.86188011641251,0.35,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.05922619310368,0.4,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.08977321439942,0.45,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.22023653750894,0.5,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.33455903412752,0.55,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.4390907502058,0.6,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.65093465322017,0.65,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.77178789585049,0.7,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,3.90264347663416,0.75,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,4.19476354365815,0.8,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,4.32511751245406,0.85,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,4.50658749437578,0.9,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,5.15579262801712,0.95,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,5.44013835042504,0.975,"ili perc","quantile"
"US National",2016-12-24,4,2017-01-21,5.64922753701254,0.99,"ili perc","quantile"
