"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2015-10-31,4,2015-11-28,0.392325831599312,0.01,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,0.739217827897294,0.025,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,0.79786700147615,0.05,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,0.932003518519737,0.1,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,0.969945345772747,0.15,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.04489055952152,0.2,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.12376457414278,0.25,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.19714619668582,0.3,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.25022017440455,0.35,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.32097336841874,0.4,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.37309574205697,0.45,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.40944170815461,0.5,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.4288013123963,0.55,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.52661268477455,0.6,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.58809556488681,0.65,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.6083982662457,0.7,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.70841065457037,0.75,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.78683487300765,0.8,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,1.9455561533893,0.85,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,2.17201697543909,0.9,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,2.75058135762683,0.95,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,2.96177343117735,0.975,"ili perc","quantile"
"US National",2015-10-31,4,2015-11-28,3.16478235226809,0.99,"ili perc","quantile"
