"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 3",2016-04-23,4,2016-05-21,0.860184139741069,0.01,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.00638265890758,0.025,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.1181249336356,0.05,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.22977913016412,0.1,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.3512120659326,0.15,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.46434606067228,0.2,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.5198183571339,0.25,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.578814918843,0.3,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.63751394867875,0.35,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.75574052388233,0.4,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.79116716174781,0.45,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.83599723150649,0.5,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.90144051434963,0.55,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,1.96176523825286,0.6,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,2.05562148070357,0.65,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,2.24161535197957,0.7,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,2.37067497566273,0.75,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,2.48556062218464,0.8,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,2.59516153896044,0.85,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,2.73909136566652,0.9,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,2.95753831375149,0.95,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,3.60183427883564,0.975,"ili perc","quantile"
"HHS Region 3",2016-04-23,4,2016-05-21,4.10521959376721,0.99,"ili perc","quantile"
