"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 4",2015-10-17,4,2015-11-14,0.567721946062486,0.01,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,0.716804356703744,0.025,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,0.743719304988376,0.05,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,0.840683729252581,0.1,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,0.888240640280196,0.15,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,0.962532020181514,0.2,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.01271531620944,0.25,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.08594612937931,0.3,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.20061253086807,0.35,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.27584637132652,0.4,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.37820567466677,0.45,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.4410170767907,0.5,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.50123436771221,0.55,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.54789847005316,0.6,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.65665096311154,0.65,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,1.74521693838581,0.7,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,2.00655819326059,0.75,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,2.18131496544662,0.8,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,2.26740704707831,0.85,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,2.40832711323551,0.9,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,2.68731420012062,0.95,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,3.06359636812138,0.975,"ili perc","quantile"
"HHS Region 4",2015-10-17,4,2015-11-14,3.44942583083109,0.99,"ili perc","quantile"
