"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 3",2017-02-11,4,2017-03-11,2.41929495541451,0.01,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,2.68723543578025,0.025,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,2.82901268575952,0.05,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,2.898717810638,0.1,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,3.08244949229297,0.15,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,3.21631187541885,0.2,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,3.44013580006706,0.25,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,3.64011334005272,0.3,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,3.76471200082406,0.35,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,3.91354354867449,0.4,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,3.99695200521202,0.45,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,4.19329462417255,0.5,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,4.32453547751908,0.55,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,4.43297332345885,0.6,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,4.74259453178466,0.65,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,4.94177805062039,0.7,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,5.06223025234116,0.75,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,5.30482333459577,0.8,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,5.61339857585816,0.85,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,6.00317375702152,0.9,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,6.80335992701097,0.95,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,7.44935273146056,0.975,"ili perc","quantile"
"HHS Region 3",2017-02-11,4,2017-03-11,7.59727335574337,0.99,"ili perc","quantile"
