"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 3",2016-05-07,4,2016-06-04,0.239855775891215,0.01,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,0.549542105686106,0.025,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,0.941936510908299,0.05,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.10224935520401,0.1,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.16916769799397,0.15,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.22675271863664,0.2,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.33443892771013,0.25,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.4301871935961,0.3,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.53300204499669,0.35,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.62672570722856,0.4,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.68340991851998,0.45,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.75062537660321,0.5,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.79325640272442,0.55,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.84011750953229,0.6,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.90920246798766,0.65,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,1.96526874739628,0.7,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,2.02150597854229,0.75,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,2.14631774042899,0.8,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,2.34601604543004,0.85,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,2.54568188329817,0.9,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,3.33493539038626,0.95,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,3.6280492473769,0.975,"ili perc","quantile"
"HHS Region 3",2016-05-07,4,2016-06-04,3.87676500156109,0.99,"ili perc","quantile"
