"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 3",2017-02-04,4,2017-03-04,1.60939674293605,0.01,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,1.64157749790127,0.025,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,1.74348834764432,0.05,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,2.21251671511308,0.1,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,2.31336851708484,0.15,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,2.51700464185916,0.2,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,2.75266503211026,0.25,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,2.84114691193934,0.3,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,2.9253831978559,0.35,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,3.06110907070052,0.4,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,3.14534724003719,0.45,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,3.19613090546275,0.5,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,3.29024895774226,0.55,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,3.400336771344,0.6,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,3.50753466219228,0.65,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,3.65902997403637,0.7,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,3.8062279261536,0.75,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,3.92616568010263,0.8,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,4.14763137442217,0.85,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,4.51847960922191,0.9,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,5.13268697879469,0.95,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,5.95152976069336,0.975,"ili perc","quantile"
"HHS Region 3",2017-02-04,4,2017-03-04,6.55853227456292,0.99,"ili perc","quantile"
