"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 3",2016-03-26,4,2016-04-23,1.08773207628446,0.01,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,1.10234444142454,0.025,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,1.21127507654386,0.05,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,1.41897745624557,0.1,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,1.53262406427551,0.15,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,1.62054938303274,0.2,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,1.80367787538272,0.25,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,1.88533857335526,0.3,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,1.96828396389723,0.35,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,2.10574216839514,0.4,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,2.28018205969758,0.45,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,2.32879413772116,0.5,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,2.37742831677098,0.55,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,2.44480248716305,0.6,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,2.52213297096892,0.65,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,2.66160073726452,0.7,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,2.76667603927669,0.75,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,2.9916065585137,0.8,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,3.10685188371728,0.85,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,3.30413460620655,0.9,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,3.73697663957093,0.95,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,4.21324137004953,0.975,"ili perc","quantile"
"HHS Region 3",2016-03-26,4,2016-04-23,4.53444984088861,0.99,"ili perc","quantile"
