"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 3",2017-03-25,4,2017-04-22,1.29224719933567,0.01,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,1.31265030801624,0.025,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,1.38968490878628,0.05,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,1.54511666548064,0.1,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,1.73765518747997,0.15,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,1.80763727041082,0.2,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,1.85586460497495,0.25,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,1.89483312043372,0.3,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,1.95186671547726,0.35,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,2.10449147193697,0.4,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,2.25178402712962,0.45,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,2.34368881995319,0.5,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,2.43574269340072,0.55,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,2.49837991077382,0.6,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,2.59269401097037,0.65,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,2.76813015811259,0.7,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,2.86090314043183,0.75,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,2.94371934033601,0.8,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,3.05925631174274,0.85,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,3.37116384612819,0.9,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,3.7591806951361,0.95,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,4.34297626084266,0.975,"ili perc","quantile"
"HHS Region 3",2017-03-25,4,2017-04-22,4.91854999881159,0.99,"ili perc","quantile"
