"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 4",2015-12-26,4,2016-01-23,1.01308468699033,0.01,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,1.02951779389182,0.025,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,1.09543982468187,0.05,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,1.39877685973356,0.1,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,1.51506267628709,0.15,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,1.55431556341574,0.2,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,1.60770360713327,0.25,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,1.7741918164969,0.3,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,1.8741777112061,0.35,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,1.99005272991252,0.4,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,2.04692972818966,0.45,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,2.13178220340169,0.5,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,2.19050813457223,0.55,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,2.40201069204073,0.6,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,2.5245693947085,0.65,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,2.69480063775072,0.7,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,2.84558689668358,0.75,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,2.96427924065576,0.8,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,3.25086502211354,0.85,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,3.5543670212557,0.9,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,3.86792032371019,0.95,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,4.22155634547257,0.975,"ili perc","quantile"
"HHS Region 4",2015-12-26,4,2016-01-23,4.85862470445554,0.99,"ili perc","quantile"
