"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 3",2017-04-22,4,2017-05-20,0.436082923462089,0.01,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,0.446068174231359,0.025,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,0.512432123171049,0.05,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,0.659906868216146,0.1,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,0.784149948483677,0.15,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,0.886311713408429,0.2,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,0.929258125991788,0.25,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,0.993616725534445,0.3,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.05284001481214,0.35,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.09108551518994,0.4,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.14729047888103,0.45,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.17767521607643,0.5,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.2432493014991,0.55,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.29401073962571,0.6,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.32645087372518,0.65,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.43551330969518,0.7,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.47023044473414,0.75,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.50923011427361,0.8,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.63206876343138,0.85,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,1.87271306356771,0.9,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,2.03265064444139,0.95,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,2.40499418661083,0.975,"ili perc","quantile"
"HHS Region 3",2017-04-22,4,2017-05-20,2.56840145575138,0.99,"ili perc","quantile"
