"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"HHS Region 3",2016-10-22,4,2016-11-19,0.146602872303652,0.01,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,0.266252168216275,0.025,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,0.587542753133573,0.05,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,0.800872065974938,0.1,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,0.879215335228725,0.15,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,0.984263328689777,0.2,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.03061778929052,0.25,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.08703187382309,0.3,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.14166161727212,0.35,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.17713116597925,0.4,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.21713754527614,0.45,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.25244429161389,0.5,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.34682800124376,0.55,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.4378168862377,0.6,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.52099602324673,0.65,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.59094460266418,0.7,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.710399636399,0.75,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.7798842860914,0.8,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,1.8722509850092,0.85,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,2.2311193624186,0.9,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,2.46846865486825,0.95,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,3.11710469526962,0.975,"ili perc","quantile"
"HHS Region 3",2016-10-22,4,2016-11-19,3.5180315388848,0.99,"ili perc","quantile"
