"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2015-11-14,4,2015-12-12,1.05314178161146,0.01,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.09778329607729,0.025,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.20536333662489,0.05,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.39055798347346,0.1,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.50818259871005,0.15,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.54956290675789,0.2,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.59908702268592,0.25,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.64779451486396,0.3,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.73204975919476,0.35,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.82481960386475,0.4,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.86734977233936,0.45,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.93864807953127,0.5,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,1.98290888692036,0.55,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.05425211155477,0.6,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.11156200623543,0.65,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.14823562312027,0.7,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.21807233643494,0.75,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.33274604001987,0.8,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.48429201687151,0.85,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.65805307190791,0.9,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,2.87607075493686,0.95,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,3.06176785869262,0.975,"ili perc","quantile"
"US National",2015-11-14,4,2015-12-12,3.25423249355761,0.99,"ili perc","quantile"
