"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-04-30,4,2016-05-28,0.6005383561981,0.01,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,0.671887996005478,0.025,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,0.739126729212728,0.05,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,0.895535654219917,0.1,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.0069920419379,0.15,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.07595476690507,0.2,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.11807455782455,0.25,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.16055273819045,0.3,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.19478966227071,0.35,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.22045584739313,0.4,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.2733423037841,0.45,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.32848685870955,0.5,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.35529264003323,0.55,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.40882448892803,0.6,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.42739925269601,0.65,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.46951347009021,0.7,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.51353449987487,0.75,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.56313429889703,0.8,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.66024038912939,0.85,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.79287899566191,0.9,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,1.99001796928266,0.95,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,2.03182747899444,0.975,"ili perc","quantile"
"US National",2016-04-30,4,2016-05-28,2.40603452430629,0.99,"ili perc","quantile"
