"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-04-16,4,2016-05-14,0.678533017333655,0.01,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,0.764180763006193,0.025,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,0.887858413368312,0.05,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.04342289863773,0.1,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.09328548749723,0.15,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.09958513724683,0.2,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.15241488188521,0.25,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.19181794717624,0.3,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.20768975277257,0.35,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.22839249511893,0.4,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.25486547198923,0.45,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.2818733089061,0.5,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.3201419113047,0.55,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.38158295552298,0.6,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.42904448602706,0.65,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.49421989912884,0.7,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.55728883151461,0.75,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.62082832628039,0.8,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.75930413495238,0.85,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,1.90504310381856,0.9,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,2.04845460305871,0.95,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,2.20945887225976,0.975,"ili perc","quantile"
"US National",2016-04-16,4,2016-05-14,2.35956328635605,0.99,"ili perc","quantile"
