"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-01-28,4,2017-02-25,2.35049338055183,0.01,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.39438103417222,0.025,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.43459728270669,0.05,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.55317428188766,0.1,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.66078352032728,0.15,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.80437976644308,0.2,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.87761016363882,0.25,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,2.96352546103033,0.3,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.05125256808999,0.35,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.12001024098613,0.4,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.22660177968029,0.45,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.29199929801188,0.5,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.33898475436528,0.55,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.43467650705607,0.6,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.55898387872094,0.65,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.67448362657356,0.7,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.7710802987544,0.75,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,3.97184836385554,0.8,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,4.15914850556141,0.85,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,4.27528483064957,0.9,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,4.32656422741546,0.95,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,4.43662216955328,0.975,"ili perc","quantile"
"US National",2017-01-28,4,2017-02-25,4.47693677532792,0.99,"ili perc","quantile"
