"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-12-03,4,2016-12-31,1.07304476450575,0.01,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.43499963080252,0.025,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.58088929757884,0.05,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.67663703177433,0.1,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.83852555653049,0.15,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,1.89298933226008,0.2,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.03776620012663,0.25,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.080355189299,0.3,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.16382362257955,0.35,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.22854596041345,0.4,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.30205233529686,0.45,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.34031950111195,0.5,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.36346004430769,0.55,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.4167325476016,0.6,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.47717791718635,0.65,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.54132696710105,0.7,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.65535847614156,0.75,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.76327115948686,0.8,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,2.91816272033493,0.85,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,3.05864909833468,0.9,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,3.52409366803933,0.95,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,3.70046822584781,0.975,"ili perc","quantile"
"US National",2016-12-03,4,2016-12-31,5.115353957887,0.99,"ili perc","quantile"
