"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-02-04,4,2017-03-04,1.98336548041305,0.01,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,2.41843585079078,0.025,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,2.56677912888617,0.05,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,2.86333053201736,0.1,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,2.98041626084646,0.15,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.12073310518983,0.2,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.18982738920434,0.25,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.26525920905404,0.3,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.32805141306206,0.35,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.41086756572315,0.4,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.53611288732867,0.45,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.62649831583407,0.5,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.69102497067544,0.55,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.83527834050208,0.6,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,3.91356788021273,0.65,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,4.03292506209992,0.7,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,4.07119398483972,0.75,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,4.1880401695227,0.8,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,4.23600281876335,0.85,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,4.43434057568128,0.9,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,4.89890792408333,0.95,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,5.24410864026958,0.975,"ili perc","quantile"
"US National",2017-02-04,4,2017-03-04,5.43349731766178,0.99,"ili perc","quantile"
