"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2017-02-18,4,2017-03-18,1.97209012893733,0.01,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.08215418039504,0.025,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.25290200193599,0.05,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.3963085398645,0.1,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.53658716178551,0.15,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.61983786957972,0.2,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.77695554168475,0.25,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.85551430153537,0.3,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,2.96628208873434,0.35,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.01970639973345,0.4,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.08489882389118,0.45,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.13905107614794,0.5,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.22831012030541,0.55,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.34312349903806,0.6,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.40620123165843,0.65,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.49997278002284,0.7,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.57720776525499,0.75,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.68415829497545,0.8,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,3.76908404653801,0.85,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.01778695143525,0.9,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.2559645593042,0.95,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.45167970289989,0.975,"ili perc","quantile"
"US National",2017-02-18,4,2017-03-18,4.55519305444121,0.99,"ili perc","quantile"
