"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-02-13,4,2016-03-12,1.32490973489189,0.01,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,1.51357169115481,0.025,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,1.63527929286219,0.05,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,1.86885760492228,0.1,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,1.9574177244513,0.15,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.02141890773282,0.2,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.07946547964417,0.25,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.1394436697195,0.3,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.20449721673563,0.35,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.28585352651628,0.4,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.31188097900981,0.45,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.3873514899482,0.5,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.44747930317261,0.55,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.53744943133661,0.6,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.57818080089264,0.65,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.62847845065596,0.7,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.70502643131838,0.75,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,2.82536821712032,0.8,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,3.01904524456077,0.85,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,3.08979361037032,0.9,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,3.26645672617332,0.95,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,3.33192913328715,0.975,"ili perc","quantile"
"US National",2016-02-13,4,2016-03-12,4.05160776282814,0.99,"ili perc","quantile"
