"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2016-10-22,4,2016-11-19,0.795398494055828,0.01,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,0.966961737595139,0.025,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.06212968519566,0.05,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.16952604032671,0.1,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.22354749469359,0.15,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.26826182301521,0.2,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.34840314166651,0.25,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.41019019503216,0.3,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.45245879027436,0.35,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.53641982085467,0.4,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.61878709114726,0.45,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.69486413514914,0.5,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.75162557865393,0.55,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.80270398683339,0.6,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.81962435462907,0.65,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.87872692347409,0.7,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,1.94331883181867,0.75,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.01814723406666,0.8,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.14559452778768,0.85,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.3313068676642,0.9,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.49757407698493,0.95,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,2.78915992172625,0.975,"ili perc","quantile"
"US National",2016-10-22,4,2016-11-19,3.37321644408509,0.99,"ili perc","quantile"
