"location","origin_date","horizon","target_end_date","value","output_type_id","target","output_type"
"US National",2015-10-17,4,2015-11-14,0.819716399748005,0.01,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,0.936466126897707,0.025,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,0.951342864144797,0.05,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.13214626964649,0.1,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.25740697583743,0.15,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.34161457005374,0.2,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.45366993336669,0.25,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.52448627617231,0.3,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.58192367083043,0.35,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.64558520655929,0.4,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.70704999325941,0.45,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.75717251875048,0.5,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.7980656632266,0.55,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.82006935608355,0.6,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.89242289677538,0.65,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.93416291265332,0.7,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,1.99263708302143,0.75,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,2.04078171847352,0.8,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,2.08414961430041,0.85,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,2.15712229727973,0.9,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,2.52877213086729,0.95,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,2.74845474855488,0.975,"ili perc","quantile"
"US National",2015-10-17,4,2015-11-14,2.88943128015405,0.99,"ili perc","quantile"
